aoi,aoi_kind,scene,scene_date,zone,lat,lng,ndvi,ndwi,ferric_ratio,clay_ratio,albedo,lst_c,elevation_m,tpi_m,slope_deg,workings_frac,label
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R09C03,21.846653,80.216031,0.477,-0.43,1.212,1.56,0.059,33.9,305,0.2,0.1,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R09C04,21.846653,80.218934,0.536,-0.481,1.179,1.607,0.053,33.0,305,0.6,0.1,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R09C05,21.846653,80.221838,0.645,-0.56,1.055,1.7,0.046,32.3,305,-2.5,0.0,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R09C06,21.846653,80.224741,0.51,-0.492,1.256,1.513,0.056,35.8,305,-9.3,1.1,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R09C07,21.846653,80.227645,0.32,-0.344,1.23,1.243,0.062,39.0,316,-4.8,4.8,0.125,-1
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R09C08,21.846653,80.230548,0.446,-0.492,1.446,1.461,0.059,40.1,349,25.6,1.3,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R09C09,21.846653,80.233452,0.391,-0.493,1.692,1.43,0.071,41.6,319,-5.7,6.9,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R09C10,21.846653,80.236355,0.289,-0.383,1.619,1.206,0.108,41.5,312,-9.9,1.5,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R09C11,21.846653,80.239259,0.287,-0.373,1.576,1.158,0.113,41.6,313,-2.2,0.5,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R09C12,21.846653,80.242162,0.284,-0.388,1.675,1.214,0.116,42.9,308,-0.8,0.7,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R09C13,21.846653,80.245066,0.353,-0.443,1.711,1.317,0.103,42.7,308,1.8,0.4,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R09C14,21.846653,80.247969,0.328,-0.421,1.622,1.297,0.1,43.3,305,-0.4,0.3,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R09C15,21.846653,80.250873,0.303,-0.397,1.651,1.257,0.114,43.6,305,-0.3,0.3,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R09C16,21.846653,80.253776,0.316,-0.4,1.704,1.277,0.112,42.8,305,-0.4,0.4,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R10C01,21.843958,80.210224,0.247,-0.274,1.415,1.84,0.082,35.9,305,0.5,0.1,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R10C02,21.843958,80.213127,0.41,-0.411,1.336,1.488,0.078,33.3,304,-0.4,0.1,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R10C03,21.843958,80.216031,0.46,-0.437,1.299,1.493,0.065,33.1,304,-0.2,0.1,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R10C04,21.843958,80.218934,0.569,-0.498,1.135,1.705,0.049,33.3,304,-1.3,0.2,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R10C05,21.843958,80.221838,0.619,-0.54,1.085,1.713,0.047,32.6,304,-4.5,0.1,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R10C06,21.843958,80.224741,0.421,-0.463,1.437,1.408,0.075,38.1,303,-10.7,2.9,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R10C07,21.843958,80.227645,0.377,-0.446,1.466,1.36,0.072,38.8,334,16.0,2.9,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R10C08,21.843958,80.230548,0.383,-0.444,1.427,1.405,0.067,40.5,331,11.6,3.7,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R10C09,21.843958,80.233452,0.301,-0.383,1.55,1.2,0.103,41.3,315,-3.8,2.3,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R10C10,21.843958,80.236355,0.264,-0.334,1.43,1.151,0.117,40.4,309,-6.6,0.9,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R10C11,21.843958,80.239259,0.303,-0.382,1.529,1.177,0.108,40.6,306,-4.4,1.0,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R10C12,21.843958,80.242162,0.335,-0.443,1.751,1.321,0.102,42.9,303,-3.1,0.7,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R10C13,21.843958,80.245066,0.353,-0.426,1.576,1.294,0.103,41.8,306,1.2,0.5,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R10C14,21.843958,80.247969,0.392,-0.462,1.622,1.374,0.099,42.9,304,-0.5,0.3,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R10C15,21.843958,80.250873,0.265,-0.375,1.723,1.252,0.128,44.9,304,-0.6,0.1,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R10C16,21.843958,80.253776,0.306,-0.398,1.672,1.257,0.115,44.1,305,0.2,0.1,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R11C01,21.841263,80.210224,0.446,-0.394,1.216,1.638,0.059,33.4,305,0.9,0.2,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R11C02,21.841263,80.213127,0.56,-0.468,1.085,1.672,0.048,32.1,305,1.2,0.1,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R11C03,21.841263,80.216031,0.52,-0.447,1.135,1.575,0.052,32.4,304,-0.7,0.2,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R11C04,21.841263,80.218934,0.546,-0.465,1.12,1.667,0.049,33.1,303,-3.0,0.2,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R11C05,21.841263,80.221838,0.49,-0.454,1.254,1.517,0.056,35.9,305,-4.3,0.2,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R11C06,21.841263,80.224741,0.329,-0.433,1.62,1.325,0.087,40.9,302,-11.0,3.9,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R11C07,21.841263,80.227645,0.421,-0.482,1.47,1.436,0.069,39.1,327,12.5,2.1,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R11C08,21.841263,80.230548,0.237,-0.331,1.56,1.154,0.115,41.6,315,0.8,2.5,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R11C09,21.841263,80.233452,0.267,-0.342,1.457,1.158,0.109,40.9,310,-3.0,1.2,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R11C10,21.841263,80.236355,0.282,-0.359,1.497,1.188,0.111,40.4,308,-1.7,0.7,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R11C11,21.841263,80.239259,0.305,-0.376,1.519,1.209,0.109,40.3,305,-1.1,0.8,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R11C12,21.841263,80.242162,0.321,-0.421,1.666,1.315,0.114,42.3,301,-3.7,0.2,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R11C13,21.841263,80.245066,0.311,-0.387,1.61,1.328,0.113,41.4,303,-1.0,0.4,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R11C14,21.841263,80.247969,0.296,-0.399,1.726,1.313,0.113,42.8,303,-0.8,0.2,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R11C15,21.841263,80.250873,0.288,-0.385,1.678,1.259,0.119,43.9,304,0.2,0.2,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R11C16,21.841263,80.253776,0.253,-0.365,1.682,1.239,0.131,44.3,304,0.2,0.1,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R12C01,21.838568,80.210224,0.561,-0.496,1.152,1.644,0.055,33.0,303,-0.9,0.2,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R12C02,21.838568,80.213127,0.501,-0.44,1.196,1.539,0.054,33.1,305,1.6,0.3,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R12C03,21.838568,80.216031,0.472,-0.43,1.223,1.513,0.058,33.4,303,-1.2,0.4,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R12C04,21.838568,80.218934,0.395,-0.384,1.317,1.505,0.06,34.4,302,-3.5,0.2,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R12C05,21.838568,80.221838,0.338,-0.403,1.546,1.393,0.085,39.0,302,-6.2,4.0,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R12C06,21.838568,80.224741,0.321,-0.418,1.611,1.288,0.097,40.1,338,27.8,1.4,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R12C07,21.838568,80.227645,0.168,-0.243,1.425,1.125,0.108,40.1,316,4.8,3.1,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R12C08,21.838568,80.230548,0.327,-0.364,1.429,1.35,0.095,39.4,311,0.4,1.5,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R12C09,21.838568,80.233452,0.384,-0.385,1.375,1.406,0.079,37.2,305,-4.1,1.0,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R12C10,21.838568,80.236355,0.511,-0.458,1.226,1.54,0.065,36.5,303,-3.0,0.6,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R12C11,21.838568,80.239259,0.324,-0.409,1.624,1.291,0.114,41.0,301,-3.0,0.4,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R12C12,21.838568,80.242162,0.38,-0.415,1.532,1.396,0.089,39.5,303,-0.1,0.3,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R12C13,21.838568,80.245066,0.376,-0.436,1.62,1.394,0.09,40.4,302,-0.6,0.1,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R12C14,21.838568,80.247969,0.314,-0.415,1.754,1.313,0.104,42.0,302,-0.8,0.1,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R12C15,21.838568,80.250873,0.429,-0.449,1.506,1.405,0.087,39.7,302,-1.1,0.3,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R12C16,21.838568,80.253776,0.354,-0.418,1.595,1.334,0.103,41.0,304,0.8,0.2,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R13C01,21.835873,80.210224,0.525,-0.472,1.206,1.609,0.059,34.0,304,0.2,0.2,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R13C02,21.835873,80.213127,0.478,-0.459,1.292,1.502,0.066,35.1,302,-1.2,0.3,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R13C03,21.835873,80.216031,0.496,-0.463,1.224,1.507,0.061,34.5,301,-2.9,0.1,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R13C04,21.835873,80.218934,0.394,-0.438,1.487,1.376,0.084,38.4,301,-4.2,2.5,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R13C05,21.835873,80.221838,0.296,-0.377,1.534,1.243,0.105,40.6,327,20.3,0.6,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R13C06,21.835873,80.224741,0.357,-0.42,1.528,1.305,0.1,38.9,307,-0.6,3.8,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R13C07,21.835873,80.227645,0.195,-0.26,1.427,1.147,0.108,38.1,309,0.7,1.3,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R13C08,21.835873,80.230548,0.525,-0.453,1.162,1.609,0.051,33.7,304,-3.5,1.0,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R13C09,21.835873,80.233452,0.519,-0.436,1.152,1.598,0.053,33.8,303,-2.7,0.3,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R13C10,21.835873,80.236355,0.541,-0.477,1.223,1.596,0.057,34.8,303,-0.8,0.2,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R13C11,21.835873,80.239259,0.315,-0.4,1.665,1.305,0.114,40.7,301,-1.8,0.1,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R13C12,21.835873,80.242162,0.396,-0.454,1.579,1.396,0.097,39.3,304,1.9,0.4,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R13C13,21.835873,80.245066,0.412,-0.465,1.599,1.43,0.088,39.0,302,0.3,0.2,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R13C14,21.835873,80.247969,0.426,-0.481,1.624,1.438,0.083,38.2,302,0.0,0.2,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R13C15,21.835873,80.250873,0.416,-0.451,1.557,1.394,0.088,38.4,302,-0.2,0.1,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R13C16,21.835873,80.253776,0.432,-0.464,1.53,1.434,0.083,38.5,303,0.6,0.2,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R14C01,21.833178,80.210224,0.589,-0.513,1.124,1.669,0.049,33.0,304,0.4,0.0,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R14C02,21.833178,80.213127,0.439,-0.419,1.318,1.569,0.061,35.0,304,1.1,0.3,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R14C03,21.833178,80.216031,0.325,-0.379,1.474,1.299,0.099,38.3,302,-1.5,0.5,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R14C04,21.833178,80.218934,0.294,-0.386,1.593,1.261,0.116,40.2,300,-4.8,0.2,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R14C05,21.833178,80.221838,0.309,-0.386,1.585,1.354,0.128,39.5,302,-3.2,2.3,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R14C06,21.833178,80.224741,0.478,-0.444,1.287,1.515,0.07,34.6,303,-2.7,0.4,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R14C07,21.833178,80.227645,0.423,-0.326,1.151,1.54,0.054,33.8,303,-3.2,0.7,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R14C08,21.833178,80.230548,0.564,-0.475,1.102,1.623,0.048,32.5,303,-2.4,0.2,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R14C09,21.833178,80.233452,0.568,-0.481,1.079,1.638,0.045,32.2,302,-1.4,0.1,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R14C10,21.833178,80.236355,0.456,-0.415,1.292,1.531,0.056,34.3,302,-0.5,0.0,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R14C11,21.833178,80.239259,0.374,-0.427,1.6,1.413,0.089,37.8,302,0.0,0.3,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R14C12,21.833178,80.242162,0.334,-0.42,1.671,1.343,0.105,40.4,299,-2.6,0.3,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R14C13,21.833178,80.245066,0.37,-0.443,1.605,1.352,0.104,39.1,303,1.6,0.2,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R14C14,21.833178,80.247969,0.375,-0.446,1.64,1.4,0.091,39.2,300,-1.8,0.3,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R14C15,21.833178,80.250873,0.457,-0.476,1.5,1.459,0.079,37.4,302,0.0,0.3,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R14C16,21.833178,80.253776,0.489,-0.483,1.419,1.506,0.068,36.4,302,-0.0,0.1,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R15C01,21.830483,80.210224,0.555,-0.511,1.207,1.621,0.055,34.9,304,0.2,0.1,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R15C02,21.830483,80.213127,0.436,-0.459,1.4,1.408,0.072,37.9,304,1.1,0.1,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R15C03,21.830483,80.216031,0.315,-0.375,1.459,1.274,0.107,39.0,304,0.7,0.5,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R15C04,21.830483,80.218934,0.4,-0.453,1.523,1.441,0.089,38.9,299,-4.0,0.1,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R15C05,21.830483,80.221838,0.503,-0.495,1.295,1.557,0.068,36.8,303,0.0,0.4,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R15C06,21.830483,80.224741,0.472,-0.456,1.313,1.577,0.059,33.7,303,-0.2,0.2,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R15C07,21.830483,80.227645,0.524,-0.455,1.197,1.628,0.053,33.1,302,-1.7,0.1,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R15C08,21.830483,80.230548,0.521,-0.479,1.241,1.575,0.056,32.6,302,-0.8,0.1,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R15C09,21.830483,80.233452,0.617,-0.557,1.127,1.71,0.052,33.3,303,0.7,0.1,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R15C10,21.830483,80.236355,0.375,-0.423,1.521,1.468,0.078,36.3,303,1.2,0.3,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R15C11,21.830483,80.239259,0.374,-0.42,1.501,1.409,0.083,37.2,300,-1.8,0.3,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R15C12,21.830483,80.242162,0.464,-0.454,1.397,1.518,0.071,37.1,301,-0.5,0.2,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R15C13,21.830483,80.245066,0.458,-0.492,1.506,1.438,0.081,38.7,300,-1.3,0.2,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R15C14,21.830483,80.247969,0.355,-0.44,1.69,1.361,0.096,40.1,299,-2.6,0.2,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R15C15,21.830483,80.250873,0.446,-0.47,1.504,1.467,0.079,37.4,300,-1.8,0.3,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R15C16,21.830483,80.253776,0.404,-0.423,1.502,1.416,0.077,37.4,302,0.2,0.2,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R16C01,21.827788,80.210224,0.365,-0.419,1.502,1.303,0.097,40.0,305,1.0,0.1,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R16C02,21.827788,80.213127,0.319,-0.396,1.582,1.272,0.104,39.4,305,1.9,0.4,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R16C03,21.827788,80.216031,0.443,-0.449,1.334,1.447,0.078,36.1,301,-1.4,0.6,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R16C04,21.827788,80.218934,0.396,-0.429,1.485,1.445,0.09,37.7,300,-1.8,0.1,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R16C05,21.827788,80.221838,0.402,-0.439,1.462,1.458,0.081,37.1,300,-1.3,0.3,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R16C06,21.827788,80.224741,0.416,-0.449,1.444,1.489,0.074,35.6,301,-0.5,0.3,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R16C07,21.827788,80.227645,0.495,-0.44,1.214,1.597,0.055,33.3,302,0.0,0.2,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R16C08,21.827788,80.230548,0.506,-0.478,1.295,1.609,0.062,33.7,303,0.9,0.1,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R16C09,21.827788,80.233452,0.532,-0.502,1.278,1.638,0.065,34.2,302,0.2,0.2,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R16C10,21.827788,80.236355,0.563,-0.514,1.202,1.626,0.054,33.9,301,-0.5,0.3,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R16C11,21.827788,80.239259,0.465,-0.436,1.305,1.579,0.06,35.1,300,-1.6,0.0,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R16C12,21.827788,80.242162,0.359,-0.438,1.63,1.331,0.105,39.9,301,-0.3,0.4,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R16C13,21.827788,80.245066,0.379,-0.447,1.597,1.344,0.099,39.5,304,2.8,0.4,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R16C14,21.827788,80.247969,0.35,-0.418,1.587,1.319,0.099,39.4,302,0.5,0.4,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R16C15,21.827788,80.250873,0.518,-0.437,1.19,1.536,0.055,34.5,301,-0.8,0.1,0.0,0
bharveli,manganese,S2B_MSIL2A_20260313T050649_R019_T44QMK_20260313T091002,2026-03-13,R16C16,21.827788,80.253776,0.37,-0.408,1.555,1.389,0.088,38.6,302,0.4,0.1,0.0,0
bharveli,manganese,S2C_MSIL2A_20260616T050651_R019_T44QMK_20260616T100816,2026-06-16,R01C01,21.868212,80.210224,0.206,-0.332,1.812,1.259,0.154,49.2,305,-1.0,0.2,0.0,0
bharveli,manganese,S2C_MSIL2A_20260616T050651_R019_T44QMK_20260616T100816,2026-06-16,R01C02,21.868212,80.213127,0.174,-0.294,1.886,1.221,0.164,49.2,307,-0.3,0.5,0.0,0
bharveli,manganese,S2C_MSIL2A_20260616T050651_R019_T44QMK_20260616T100816,2026-06-16,R01C03,21.868212,80.216031,0.211,-0.331,1.866,1.217,0.148,49.3,310,2.3,0.6,0.0,0
bharveli,manganese,S2C_MSIL2A_20260616T050651_R019_T44QMK_20260616T100816,2026-06-16,R01C04,21.868212,80.218934,0.212,-0.348,1.957,1.252,0.15,48.9,312,3.4,0.3,0.0,0
